soma_joinid	citation	collection_id	collection_name	collection_doi	dataset_id	dataset_version_id	dataset_title	dataset_h5ad_path	dataset_total_cell_count
232	Publication: https://doi.org/10.1038/s41467-021-22368-w Dataset Version: https://datasets.cellxgene.cziscience.com/47de6fa9-411b-429a-a04f-318930848a3c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/9b02383a-9358-4f0f-9795-a891ec523bcc	9b02383a-9358-4f0f-9795-a891ec523bcc	Single cell transcriptional and chromatin accessibility profiling redefine cellular heterogeneity in the adult human kidney	10.1038/s41467-021-22368-w	9df60c57-fdf3-4e93-828e-fe9303f20438	47de6fa9-411b-429a-a04f-318930848a3c	Single cell transcriptional and chromatin accessibility profiling redefine cellular heterogeneity in the adult human kidney - RNAseq	9df60c57-fdf3-4e93-828e-fe9303f20438.h5ad	19985
233	Publication: https://doi.org/10.1038/s41586-022-05060-x Dataset Version: https://datasets.cellxgene.cziscience.com/b1c77ba3-8ed2-4203-8ba3-40bc346e3603.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8191c283-0816-424b-9b61-c3e1d6258a77	8191c283-0816-424b-9b61-c3e1d6258a77	Spatial multi-omic map of human myocardial infarction	10.1038/s41586-022-05060-x	f15e263b-6544-46cb-a46e-e33ab7ce8347	b1c77ba3-8ed2-4203-8ba3-40bc346e3603	Ischemia-snRNA-Spatial multi-omic map of human myocardial infarction	f15e263b-6544-46cb-a46e-e33ab7ce8347.h5ad	19722
234	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/c63c7a57-771d-4e05-b66d-bb07d04dcf62.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	03d38670-1444-4001-bc53-9936e61d9b20	c63c7a57-771d-4e05-b66d-bb07d04dcf62	Dissection: Hypothalamus (HTH) - preoptic region of HTH - HTHpo (medial preoptic nucleus, MPN) - supraoptic region of HTH - HTHso (paraventricular nucleus, PV)	03d38670-1444-4001-bc53-9936e61d9b20.h5ad	20027
235	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/2173c001-3778-4d46-8383-5e6903095f05.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	a59ba9fa-1407-4f15-8c56-d3637421570d	2173c001-3778-4d46-8383-5e6903095f05	Dissection: Cerebellum (CB) - Lateral hemisphere of cerebellum - CBL	a59ba9fa-1407-4f15-8c56-d3637421570d.h5ad	28028
236	Publication: https://doi.org/10.1038/s41586-022-04518-2 Dataset Version: https://datasets.cellxgene.cziscience.com/e6d79a30-3b1b-48a9-bac5-ed7eb9ccfa8f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/fe0e718d-2ee9-42cc-894b-0b490f437dfd	fe0e718d-2ee9-42cc-894b-0b490f437dfd	A single-cell atlas of human and mouse white adipose tissue	10.1038/s41586-022-04518-2	cda48edf-331d-4ada-96ea-104ccb3147dd	e6d79a30-3b1b-48a9-bac5-ed7eb9ccfa8f	A Single-Cell Atlas of Human White Adipose Tissue - Human vascular cells	cda48edf-331d-4ada-96ea-104ccb3147dd.h5ad	22734
237	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/502e4146-14a7-4a79-bb89-c1fc45db6466.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	22658f4f-9268-41ad-8828-cc53f4baa9fa	502e4146-14a7-4a79-bb89-c1fc45db6466	Dissection: Hypothalamus (HTH) - supraoptic region of HTH - HTHso	22658f4f-9268-41ad-8828-cc53f4baa9fa.h5ad	12557
238	Publication: https://doi.org/10.1002/path.5751 Dataset Version: https://datasets.cellxgene.cziscience.com/d7db4fb4-b7e7-41b6-bd75-02848297ea8d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4b54248f-2165-477c-a027-dd55082e8818	4b54248f-2165-477c-a027-dd55082e8818	Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions	10.1002/path.5751	5ba85070-a41c-4184-9c18-cf34c3fd0f62	d7db4fb4-b7e7-41b6-bd75-02848297ea8d	Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - Human Fibromuscular Stromal Cells	5ba85070-a41c-4184-9c18-cf34c3fd0f62.h5ad	10742
239	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/0133b727-592f-44c6-87a5-2a499e12113b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	2a8ca8f3-5599-4cda-b973-3a2dfc3c1fe6	0133b727-592f-44c6-87a5-2a499e12113b	Dissection: Amygdaloid complex (AMY) - Corticomedial nuclear group (CMN) - anterior cortical nucleus - CoA	2a8ca8f3-5599-4cda-b973-3a2dfc3c1fe6.h5ad	10778
240	Publication: https://doi.org/10.1038/s41586-020-2496-1 Dataset Version: https://datasets.cellxgene.cziscience.com/0054013c-290b-437e-b98e-642aa77d6ebc.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb	0b9d8a04-bb9d-44da-aa27-705bb65b54eb	Tabula Muris Senis	10.1038/s41586-020-2496-1	66ff82b4-9380-469c-bc4b-cfa08eacd325	0054013c-290b-437e-b98e-642aa77d6ebc	Brain non-myeloid cells - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse	66ff82b4-9380-469c-bc4b-cfa08eacd325.h5ad	7249
241	Publication: https://doi.org/10.1101/2021.03.28.437379 Dataset Version: https://datasets.cellxgene.cziscience.com/64c6f5c0-7e70-4878-8bb2-d0a20aa9af7d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/0c3f148e-02ff-4c81-8946-29beaaf5fa59	0c3f148e-02ff-4c81-8946-29beaaf5fa59	Cell atlas of antigen-presenting and stromal cells from the human intestine	10.1101/2021.03.28.437379	33911db3-f461-464b-8083-a397ab616a09	64c6f5c0-7e70-4878-8bb2-d0a20aa9af7d	Lamina propria Epcam-CD235ab-CD45-CD31-	33911db3-f461-464b-8083-a397ab616a09.h5ad	17706
242	Publication: https://doi.org/10.1038/s41586-021-03929-x Dataset Version: https://datasets.cellxgene.cziscience.com/8a6143a7-a196-47e5-8ce7-fea66a70e880.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/793fdaec-5067-428a-a9db-ecefe135c945	793fdaec-5067-428a-a9db-ecefe135c945	Blood and immune development in human fetal bone marrow and Down syndrome	10.1038/s41586-021-03929-x	343ff97c-85df-494b-8400-beb937618611	8a6143a7-a196-47e5-8ce7-fea66a70e880	Human Fetal Bone Marrow (CITE-seq)	343ff97c-85df-494b-8400-beb937618611.h5ad	8978
243	Publication: https://doi.org/10.1016/j.cell.2022.11.005 Dataset Version: https://datasets.cellxgene.cziscience.com/f68f8005-b5fa-4bf0-8fc7-f51019fee58e.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028	2d2e2acd-dade-489f-a2da-6c11aa654028	A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates	10.1016/j.cell.2022.11.005	e8a11a27-9c47-4673-b65d-11b9cd6065e1	f68f8005-b5fa-4bf0-8fc7-f51019fee58e	Epithelium (no cilium)	e8a11a27-9c47-4673-b65d-11b9cd6065e1.h5ad	9096
244	Publication: https://doi.org/10.1038/s41588-021-00911-1 Dataset Version: https://datasets.cellxgene.cziscience.com/71463209-96d5-4b99-a0cd-30a1d2d8c265.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/dea97145-f712-431c-a223-6b5f565f362a	dea97145-f712-431c-a223-6b5f565f362a	A single-cell and spatially resolved atlas of human breast cancers	10.1038/s41588-021-00911-1	933497dc-7592-4532-9056-b9941547b3ac	71463209-96d5-4b99-a0cd-30a1d2d8c265	A single-cell and spatially-resolved atlas of human breast cancers - T_cells	933497dc-7592-4532-9056-b9941547b3ac.h5ad	35214
245	Publication: https://doi.org/10.1038/s41593-022-01183-6 Dataset Version: https://datasets.cellxgene.cziscience.com/09aa6ad5-01a6-4e29-b97b-6852c16eeacd.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/0faa1af6-e504-4b88-a47b-69347e1bace5	0faa1af6-e504-4b88-a47b-69347e1bace5	Single-cell transcriptomics characterization of oligodendrocytes and microglia in white matter aging	10.1038/s41593-022-01183-6	a539c7af-fb65-44b1-8812-000b097eac99	09aa6ad5-01a6-4e29-b97b-6852c16eeacd	Microglia - 24 months old wild-type and Rag1-KO	a539c7af-fb65-44b1-8812-000b097eac99.h5ad	15601
246	Publication: https://doi.org/10.1126/sciimmunol.abe6291 Dataset Version: https://datasets.cellxgene.cziscience.com/9b8e78c4-54b2-4f17-ab7b-aec657bb11be.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/3a2af25b-2338-4266-aad3-aa8d07473f50	3a2af25b-2338-4266-aad3-aa8d07473f50	Single-cell analysis of human B cell maturation predicts how antibody class switching shapes selection dynamics	10.1126/sciimmunol.abe6291	7970bd6b-f752-47a9-8643-2af16855ec49	9b8e78c4-54b2-4f17-ab7b-aec657bb11be	Human tonsil memory B cells scRNA	7970bd6b-f752-47a9-8643-2af16855ec49.h5ad	21595
247	Publication: https://doi.org/10.1038/s41586-020-2797-4 Dataset Version: https://datasets.cellxgene.cziscience.com/47d7cdd8-0895-483b-82b6-352371599fbc.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72	b52eb423-5d0d-4645-b217-e1c6d38b2e72	Cells of the adult human heart	10.1038/s41586-020-2797-4	84f1a631-910b-4fbb-9f76-d915a07316d2	47d7cdd8-0895-483b-82b6-352371599fbc	Atrial cardiomyocytes — Cells of the adult human heart	84f1a631-910b-4fbb-9f76-d915a07316d2.h5ad	23483
248	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/7db3a7ef-f423-4443-bce9-95cb4af0c40d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	6cda07c7-5d7a-41ba-9799-5bb73da25a60	7db3a7ef-f423-4443-bce9-95cb4af0c40d	L5 ET - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD)	6cda07c7-5d7a-41ba-9799-5bb73da25a60.h5ad	3848
249	Publication: https://doi.org/10.1038/s41588-021-00911-1 Dataset Version: https://datasets.cellxgene.cziscience.com/72f1e0fb-aace-4477-a87b-7a46a4a404d2.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/dea97145-f712-431c-a223-6b5f565f362a	dea97145-f712-431c-a223-6b5f565f362a	A single-cell and spatially resolved atlas of human breast cancers	10.1038/s41588-021-00911-1	4cdd25a4-f4fa-4c13-b8a9-80cf28511d46	72f1e0fb-aace-4477-a87b-7a46a4a404d2	A single-cell and spatially-resolved atlas of human breast cancers - Stromal	4cdd25a4-f4fa-4c13-b8a9-80cf28511d46.h5ad	19601
250	Publication: https://doi.org/10.1038/s41586-022-04918-4 Dataset Version: https://datasets.cellxgene.cziscience.com/20bfa15d-f199-49e1-af6f-4e96baca6374.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/661a402a-2a5a-4c71-9b05-b346c57bc451	661a402a-2a5a-4c71-9b05-b346c57bc451	Single-cell roadmap of human gonadal development	10.1038/s41586-022-04918-4	5695d556-974e-4d92-9e99-5f61b8695313	20bfa15d-f199-49e1-af6f-4e96baca6374	Mouse Germ Cells	5695d556-974e-4d92-9e99-5f61b8695313.h5ad	10411
251	Publication: https://doi.org/10.1101/2021.03.28.437379 Dataset Version: https://datasets.cellxgene.cziscience.com/da5dbbe1-55c2-42ff-82e8-1f65c9e35b79.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/0c3f148e-02ff-4c81-8946-29beaaf5fa59	0c3f148e-02ff-4c81-8946-29beaaf5fa59	Cell atlas of antigen-presenting and stromal cells from the human intestine	10.1101/2021.03.28.437379	da75ce6d-a395-4abd-962b-267aadb99666	da5dbbe1-55c2-42ff-82e8-1f65c9e35b79	Submucosa Epcam-CD235ab-CD45-CD31-	da75ce6d-a395-4abd-962b-267aadb99666.h5ad	16338
252	Publication: https://doi.org/10.1038/s41586-020-2496-1 Dataset Version: https://datasets.cellxgene.cziscience.com/804f3791-5a1d-4225-af96-fb0769c2bb74.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb	0b9d8a04-bb9d-44da-aa27-705bb65b54eb	Tabula Muris Senis	10.1038/s41586-020-2496-1	7c6091da-4606-44c7-a2c4-ef896de09e28	804f3791-5a1d-4225-af96-fb0769c2bb74	Mammary gland - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - 10x	7c6091da-4606-44c7-a2c4-ef896de09e28.h5ad	12295
253	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/e616cd0f-8a0a-4703-abbe-6dc9a10e8a50.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	40569510-2282-461b-84df-6218ef208e0e	e616cd0f-8a0a-4703-abbe-6dc9a10e8a50	Dissection: Hypothalamus (HTH) - tuberal region of hypothalamus - HTHtub	40569510-2282-461b-84df-6218ef208e0e.h5ad	13173
254	Dataset Version: https://datasets.cellxgene.cziscience.com/c407eff2-0315-416b-a3da-acf5b7a271e9.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/10bf5c50-8d85-4c5f-94b4-22c1363d9f31	10bf5c50-8d85-4c5f-94b4-22c1363d9f31	Intratumoral heterogeneity in recurrent pediatric pilocytic astrocytomas		be884a28-0eac-4eca-9c23-1294a93cf56e	c407eff2-0315-416b-a3da-acf5b7a271e9	Intratumoral heterogeneity in recurrent pediatric pilocytic astrocytomas	be884a28-0eac-4eca-9c23-1294a93cf56e.h5ad	35637
255	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/e14f782a-c8bd-42fa-b108-ba8b66fceeb1.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	b8681124-aabf-4904-b9c9-66d834bf5bba	e14f782a-c8bd-42fa-b108-ba8b66fceeb1	Dissection: Thalamus (THM) - medial nuclear complex of thalamus (MNC) - mediodorsal nucleus of thalamus + reuniens nucleus (medioventral nucleus) of thalamus - MD + Re	b8681124-aabf-4904-b9c9-66d834bf5bba.h5ad	13382
256	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/7cbbdb10-df4b-47e8-ab84-98f9bccc66e3.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	381aa407-317a-40ef-8048-7ce0eacc4266	7cbbdb10-df4b-47e8-ab84-98f9bccc66e3	Dissection: Thalamus (THM) - lateral nuclear complex of thalamus (LNC) - lateral posterior nucleus of thalamus - LP	381aa407-317a-40ef-8048-7ce0eacc4266.h5ad	26172
257	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/380fa1c8-16d2-4af2-88b1-66fd4020b44f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	9ec335f2-420a-45a8-b45a-1ab646e50041	380fa1c8-16d2-4af2-88b1-66fd4020b44f	Supercluster: Hippocampal CA4	9ec335f2-420a-45a8-b45a-1ab646e50041.h5ad	10654
258	Publication: https://doi.org/10.1038/s41586-021-03500-8 Dataset Version: https://datasets.cellxgene.cziscience.com/1e85e588-3ac3-44e6-8997-0e14baf4d54b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/ae1420fe-6630-46ed-8b3d-cc6056a66467	ae1420fe-6630-46ed-8b3d-cc6056a66467	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	10.1038/s41586-021-03500-8	1304e107-0f06-4d33-b634-d95ed986d02b	1e85e588-3ac3-44e6-8997-0e14baf4d54b	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types: SMARTer_nuclei_MOp	1304e107-0f06-4d33-b634-d95ed986d02b.h5ad	6171
259	Publication: https://doi.org/10.1038/s41593-022-01061-1 Dataset Version: https://datasets.cellxgene.cziscience.com/c480e527-5725-4699-bd8a-e09535b23ba8.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b0f0b447-ac37-45b0-b1bf-5c0b7d871120	b0f0b447-ac37-45b0-b1bf-5c0b7d871120	Single-cell genomic profiling of human dopamine neurons identifies a population that selectively degenerates in Parkinson’s disease	10.1038/s41593-022-01061-1	f8d8b443-bca6-4c3c-9042-669dfb7f8030	c480e527-5725-4699-bd8a-e09535b23ba8	Human Human Microglia 10x scRNA-seq	f8d8b443-bca6-4c3c-9042-669dfb7f8030.h5ad	33041
260	Publication: https://doi.org/10.1038/s41586-020-2922-4 Dataset Version: https://datasets.cellxgene.cziscience.com/0ba6a788-d276-42a4-b44a-bf5dd6d0848f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/5d445965-6f1a-4b68-ba3a-b8f765155d3a	5d445965-6f1a-4b68-ba3a-b8f765155d3a	A molecular cell atlas of the human lung from single cell RNA sequencing	10.1038/s41586-020-2922-4	e04daea4-4412-45b5-989e-76a9be070a89	0ba6a788-d276-42a4-b44a-bf5dd6d0848f	Krasnow Lab Human Lung Cell Atlas, Smart-seq2	e04daea4-4412-45b5-989e-76a9be070a89.h5ad	9409
261	Publication: https://doi.org/10.1073/pnas.2200914119 Dataset Version: https://datasets.cellxgene.cziscience.com/272c6f5b-60f8-4b0c-98d6-c617a9621fa4.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/63d03351-06be-478e-a0db-f7a653b6b19b	63d03351-06be-478e-a0db-f7a653b6b19b	Cell atlas of the human ocular anterior segment: Tissue-specific and shared cell types	10.1073/pnas.2200914119	489318a0-24c3-4f5c-b105-f084ed0ea026	272c6f5b-60f8-4b0c-98d6-c617a9621fa4	Lens	489318a0-24c3-4f5c-b105-f084ed0ea026.h5ad	13900
262	Publication: https://doi.org/10.1016/j.isci.2023.108572 Dataset Version: https://datasets.cellxgene.cziscience.com/8f2d33f8-6a26-4513-9cc9-3f03df2c6f40.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4	ecb739c5-fe0d-4b48-81c6-217c4d64eec4	COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection	10.1016/j.isci.2023.108572	693ae928-96ba-47de-b9d9-1321c675bfcd	8f2d33f8-6a26-4513-9cc9-3f03df2c6f40	innate T cells -- CV19 infection, vaccination and HC	693ae928-96ba-47de-b9d9-1321c675bfcd.h5ad	33415
263	Publication: https://doi.org/10.1038/s41586-020-2496-1 Dataset Version: https://datasets.cellxgene.cziscience.com/a87a3135-3ce7-405e-bc07-b7eac2c09cc6.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb	0b9d8a04-bb9d-44da-aa27-705bb65b54eb	Tabula Muris Senis	10.1038/s41586-020-2496-1	93966790-bbfa-420f-aa85-bc5ca51d9c96	a87a3135-3ce7-405e-bc07-b7eac2c09cc6	Bladder lumen - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - 10x	93966790-bbfa-420f-aa85-bc5ca51d9c96.h5ad	8945
264	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/d3e66528-c256-4487-9bc4-cb6057ed22ee.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	35c8a04c-8639-4d15-8228-765d8d93fc96	d3e66528-c256-4487-9bc4-cb6057ed22ee	Dissection: Hypothalamus (HTH) - supraoptic region of HTH - HTHso (anterior hypothalamic nucleus, AHN) - tuberal region of HTH - HTHtub (ventromedial and dorsomedial hypothalamic nucleic nuclei, VMH, DMH)	35c8a04c-8639-4d15-8228-765d8d93fc96.h5ad	16753
