soma_joinid	citation	collection_id	collection_name	collection_doi	collection_doi_label	dataset_id	dataset_version_id	dataset_title	dataset_h5ad_path	dataset_total_cell_count
521	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/4c6f5b01-44fe-4c93-87eb-65f43bdad2df.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	Siletti et al. (2023) Science	d5452b83-7c3d-4d7c-ab7a-c7fece7196c5	4c6f5b01-44fe-4c93-87eb-65f43bdad2df	Dissection: Body of hippocampus (HiB) - Rostral CA3	d5452b83-7c3d-4d7c-ab7a-c7fece7196c5.h5ad	8077
522	Publication: https://doi.org/10.1038/s41591-024-03215-z Dataset Version: https://datasets.cellxgene.cziscience.com/e216d9f2-e114-49ec-9c7d-b8b2101323f7.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a96133de-e951-4e2d-ace6-59db8b3bfb1d	a96133de-e951-4e2d-ace6-59db8b3bfb1d	HTAN/HTAPP Broad - Spatio-molecular dissection of the breast cancer metastatic microenvironment	10.1038/s41591-024-03215-z	Klughammer et al. (2024) Nat Med	a6c0143c-11f7-4a54-8710-6b427b78873a	e216d9f2-e114-49ec-9c7d-b8b2101323f7	HTAPP-982-SMP-7629 scRNA-seq	a6c0143c-11f7-4a54-8710-6b427b78873a.h5ad	7505
523	Publication: https://doi.org/10.1038/s41588-023-01435-6 Dataset Version: https://datasets.cellxgene.cziscience.com/ad48eb55-e745-464b-aed6-c4ee842ee77d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d74b6979-efba-47cd-990a-9d80ccf29055	d74b6979-efba-47cd-990a-9d80ccf29055	Spatial transcriptomic maps of whole mouse embryos reveal principles of neural tube patterning	10.1038/s41588-023-01435-6	Sampath Kumar et al. (2023) Nat Genet	cc239a08-5e57-4945-b8a7-9fcb5ce4a7ab	ad48eb55-e745-464b-aed6-c4ee842ee77d	E9.5: 201112_08	cc239a08-5e57-4945-b8a7-9fcb5ce4a7ab.h5ad	18585
524	Publication: https://doi.org/10.1038/s41586-020-2496-1 Dataset Version: https://datasets.cellxgene.cziscience.com/32d89918-eda2-46b9-9214-85e4c433d88c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb	0b9d8a04-bb9d-44da-aa27-705bb65b54eb	Tabula Muris Senis	10.1038/s41586-020-2496-1	The Tabula Muris Consortium et al. (2020) Nature	e3b8c485-7811-407e-99ed-c7d574be9d7c	32d89918-eda2-46b9-9214-85e4c433d88c	Pancreas - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - Smart-seq2	e3b8c485-7811-407e-99ed-c7d574be9d7c.h5ad	3384
525	Publication: https://doi.org/10.1038/s41586-020-2496-1 Dataset Version: https://datasets.cellxgene.cziscience.com/8cbfcb40-f793-4985-b4aa-97f92d7ba534.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb	0b9d8a04-bb9d-44da-aa27-705bb65b54eb	Tabula Muris Senis	10.1038/s41586-020-2496-1	The Tabula Muris Consortium et al. (2020) Nature	05e6f6e3-0473-4b85-9f94-bcc5f1b5e04b	8cbfcb40-f793-4985-b4aa-97f92d7ba534	Lung - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - Smart-seq2	05e6f6e3-0473-4b85-9f94-bcc5f1b5e04b.h5ad	5218
526	Publication: https://doi.org/10.1038/s41593-020-00764-7 Dataset Version: https://datasets.cellxgene.cziscience.com/a7d3ba30-903d-44fd-a020-2d4ff8a3d49b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/180bff9c-c8a5-4539-b13b-ddbc00d643e6	180bff9c-c8a5-4539-b13b-ddbc00d643e6	Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease	10.1038/s41593-020-00764-7	Leng et al. (2021) Nat Neurosci	873ff933-4fda-4936-9a70-67df11af90ac	a7d3ba30-903d-44fd-a020-2d4ff8a3d49b	Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: SFG excitatory neurons	873ff933-4fda-4936-9a70-67df11af90ac.h5ad	15833
527	Publication: https://doi.org/10.1038/s41586-020-2496-1 Dataset Version: https://datasets.cellxgene.cziscience.com/703cf6a1-2a85-40b0-9d74-6212650d55b5.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb	0b9d8a04-bb9d-44da-aa27-705bb65b54eb	Tabula Muris Senis	10.1038/s41586-020-2496-1	The Tabula Muris Consortium et al. (2020) Nature	4fa55ee5-8da4-4d42-9525-1c52d4ce50bf	703cf6a1-2a85-40b0-9d74-6212650d55b5	Skin of body - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - 10x	4fa55ee5-8da4-4d42-9525-1c52d4ce50bf.h5ad	4454
528	Publication: https://doi.org/10.1038/s41586-024-07944-6 Dataset Version: https://datasets.cellxgene.cziscience.com/a4e2cc24-5c85-4c84-9b70-86d8d07965ad.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/fc19ae6c-d7c1-4dce-b703-62c5d52061b4	fc19ae6c-d7c1-4dce-b703-62c5d52061b4	A spatial human thymus cell atlas mapped to a continuous tissue axis	10.1038/s41586-024-07944-6	Yayon et al. (2024) Nature	c447ff21-49b9-404c-8f70-e2fb7c73cf25	a4e2cc24-5c85-4c84-9b70-86d8d07965ad	thymus visium sample WSSS_F_IMMsp11604689	c447ff21-49b9-404c-8f70-e2fb7c73cf25.h5ad	4992
529	Publication: https://doi.org/10.1038/s41588-023-01435-6 Dataset Version: https://datasets.cellxgene.cziscience.com/3851ec77-a20e-4004-9010-bc62135e2890.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d74b6979-efba-47cd-990a-9d80ccf29055	d74b6979-efba-47cd-990a-9d80ccf29055	Spatial transcriptomic maps of whole mouse embryos reveal principles of neural tube patterning	10.1038/s41588-023-01435-6	Sampath Kumar et al. (2023) Nat Genet	cb98738b-754d-4730-8cb5-00517f10fbdb	3851ec77-a20e-4004-9010-bc62135e2890	E9.5: 201104_34	cb98738b-754d-4730-8cb5-00517f10fbdb.h5ad	17586
530	Publication: https://doi.org/10.1126/science.aat5031 Dataset Version: https://datasets.cellxgene.cziscience.com/1f050f6e-a423-48d1-b40e-e6ed39bc9518.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec	120e86b4-1195-48c5-845b-b98054105eec	Spatiotemporal immune zonation of the human kidney	10.1126/science.aat5031	Stewart et al. (2019) Science	c52de62a-058d-4d78-a464-bdf552378f43	1f050f6e-a423-48d1-b40e-e6ed39bc9518	Fetal kidney dataset: stroma	c52de62a-058d-4d78-a464-bdf552378f43.h5ad	8345
531	Publication: https://doi.org/10.1038/s41591-024-03215-z Dataset Version: https://datasets.cellxgene.cziscience.com/d1e77b6f-5afe-42e7-a0d1-4e67df334a44.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a96133de-e951-4e2d-ace6-59db8b3bfb1d	a96133de-e951-4e2d-ace6-59db8b3bfb1d	HTAN/HTAPP Broad - Spatio-molecular dissection of the breast cancer metastatic microenvironment	10.1038/s41591-024-03215-z	Klughammer et al. (2024) Nat Med	c7d0def0-2dcd-4111-902b-67e6baeac119	d1e77b6f-5afe-42e7-a0d1-4e67df334a44	HTAPP-880-SMP-7179 scRNA-seq	c7d0def0-2dcd-4111-902b-67e6baeac119.h5ad	10918
532	Publication: https://doi.org/10.3389/fimmu.2023.1211505 Dataset Version: https://datasets.cellxgene.cziscience.com/c64ea37e-91a7-4670-870e-eae3a709cb12.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/f5af7a2f-ab4c-4728-829e-48efb9562105	f5af7a2f-ab4c-4728-829e-48efb9562105	Single cell RNA sequencing of paw skin from healthy and Col7a1 knockout (RDEB) mice	10.3389/fimmu.2023.1211505	Anderson-Crannage et al. (2023) Front. Immunol.	7be2824e-d62a-42ef-9169-084555c6df87	c64ea37e-91a7-4670-870e-eae3a709cb12	all	7be2824e-d62a-42ef-9169-084555c6df87.h5ad	9816
533	Publication: https://doi.org/10.1101/2024.12.01.626279 Dataset Version: https://datasets.cellxgene.cziscience.com/6735647b-1370-43ab-b166-80a2d399b32d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/065ad318-59fd-4f8c-b4b1-66caa7665409	065ad318-59fd-4f8c-b4b1-66caa7665409	Human Oral and Craniofacial Cell Atlas	10.1101/2024.12.01.626279	Fernandes Matuck et al. (2024) bioRxiv	bad6524a-f122-4e9f-927c-cc7776674d5e	6735647b-1370-43ab-b166-80a2d399b32d	Major Salivary Gland Atlas	bad6524a-f122-4e9f-927c-cc7776674d5e.h5ad	18772
534	Publication: https://doi.org/10.1038/s42003-024-06225-2 Dataset Version: https://datasets.cellxgene.cziscience.com/4b895040-e4a9-435f-ade9-90a8e23763dd.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/126afc71-47fb-4e9d-8aaf-9d9f61e0ac77	126afc71-47fb-4e9d-8aaf-9d9f61e0ac77	Persistent T cell unresponsiveness associated with chronic visceral leishmaniasis in HIV-coinfected patients	10.1038/s42003-024-06225-2	de Vrij et al. (2024) Commun Biol	5b25a46f-f1cf-4caa-9e10-6ab81dfe9174	4b895040-e4a9-435f-ade9-90a8e23763dd	Longitudinal	5b25a46f-f1cf-4caa-9e10-6ab81dfe9174.h5ad	12822
535	Publication: https://doi.org/10.1038/s41588-023-01435-6 Dataset Version: https://datasets.cellxgene.cziscience.com/0f7e863f-8ea8-4bb8-bced-02ecab9c8f93.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d74b6979-efba-47cd-990a-9d80ccf29055	d74b6979-efba-47cd-990a-9d80ccf29055	Spatial transcriptomic maps of whole mouse embryos reveal principles of neural tube patterning	10.1038/s41588-023-01435-6	Sampath Kumar et al. (2023) Nat Genet	bbfd6ac8-7b26-4390-91fe-26d370ba3fcb	0f7e863f-8ea8-4bb8-bced-02ecab9c8f93	E9.5: 201104_39	bbfd6ac8-7b26-4390-91fe-26d370ba3fcb.h5ad	17628
536	Publication: https://doi.org/10.1073/pnas.2313326120 Dataset Version: https://datasets.cellxgene.cziscience.com/f4da05d0-1560-4582-89c8-5aa08ecbc8bb.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/34f12de7-c5e5-4813-a136-832677f98ac8	34f12de7-c5e5-4813-a136-832677f98ac8	Multi-scale spatial mapping of cell populations across anatomical sites in healthy human skin and basal cell carcinoma	10.1073/pnas.2313326120	Ganier et al. (2024) Proc. Natl. Acad. Sci. U.S.A.	0456ae85-6f27-4e36-8c62-4c97370baa68	f4da05d0-1560-4582-89c8-5aa08ecbc8bb	Visium spatial - face_temple_A_a	0456ae85-6f27-4e36-8c62-4c97370baa68.h5ad	4992
537	Publication: https://doi.org/10.1016/j.isci.2023.108572 Dataset Version: https://datasets.cellxgene.cziscience.com/e4428cb0-c328-405a-89a9-7e4192d3a258.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4	ecb739c5-fe0d-4b48-81c6-217c4d64eec4	COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection	10.1016/j.isci.2023.108572	Ivanova et al. (2023) iScience	1a7e99fe-d5b6-44d7-aa50-c6ef6ab29761	e4428cb0-c328-405a-89a9-7e4192d3a258	B cells -- CV19 infection, vaccination and HC	1a7e99fe-d5b6-44d7-aa50-c6ef6ab29761.h5ad	20727
538	Publication: https://doi.org/10.1101/2022.02.18.481097 Dataset Version: https://datasets.cellxgene.cziscience.com/5e88cd63-e40c-43c1-b34c-e0b7f3a5075a.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d5cad3f0-56b6-4fbe-8f2b-be92a8c7820f	d5cad3f0-56b6-4fbe-8f2b-be92a8c7820f	Developmental trajectories of thalamic nuclei revealed by single-cell transcriptome profiling and Shh perturbation	10.1101/2022.02.18.481097	Govek et al. (2022) bioRxiv	899e2906-cdb1-4dcc-8dd8-3e3fead6c910	5e88cd63-e40c-43c1-b34c-e0b7f3a5075a	e12.5 glutamatergic lineage	899e2906-cdb1-4dcc-8dd8-3e3fead6c910.h5ad	8647
539	Publication: https://doi.org/10.1038/s41593-024-01774-5 Dataset Version: https://datasets.cellxgene.cziscience.com/9d53f7bb-dc23-4c05-b2a6-4afa9a6e3be0.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1038/s41593-024-01774-5	Gabitto et al. (2024) Nat Neurosci	07428d73-fdea-4bd4-a801-94b00c4d961c	9d53f7bb-dc23-4c05-b2a6-4afa9a6e3be0	L5 ET - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	07428d73-fdea-4bd4-a801-94b00c4d961c.h5ad	2361
540	Publication: https://doi.org/10.1038/s41591-024-03215-z Dataset Version: https://datasets.cellxgene.cziscience.com/dd70c2eb-7d8d-43da-8f53-1a9127b18e2c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a96133de-e951-4e2d-ace6-59db8b3bfb1d	a96133de-e951-4e2d-ace6-59db8b3bfb1d	HTAN/HTAPP Broad - Spatio-molecular dissection of the breast cancer metastatic microenvironment	10.1038/s41591-024-03215-z	Klughammer et al. (2024) Nat Med	12c868c6-94df-48b5-acf2-b82f6aa14074	dd70c2eb-7d8d-43da-8f53-1a9127b18e2c	HTAPP-878-SMP-7149 scRNA-seq	12c868c6-94df-48b5-acf2-b82f6aa14074.h5ad	10623
541	Publication: https://doi.org/10.1016/j.devcel.2022.07.004 Dataset Version: https://datasets.cellxgene.cziscience.com/ac09525e-1237-4036-9943-d3eb1d69d1d1.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/af286675-7167-4816-a907-c72d41b73d37	af286675-7167-4816-a907-c72d41b73d37	Single-cell and spatial mapping Identify cell types and signaling Networks in the human ureter	10.1016/j.devcel.2022.07.004	Fink et al. (2022) Developmental Cell	54ea5aba-3413-4c6b-a925-b4f1635d6580	ac09525e-1237-4036-9943-d3eb1d69d1d1	Adult ureter immune subset	54ea5aba-3413-4c6b-a925-b4f1635d6580.h5ad	12162
542	Publication: https://doi.org/10.1126/science.abo0510 Dataset Version: https://datasets.cellxgene.cziscience.com/53252188-36dd-430a-a0ce-5054efb4c531.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b1a879f6-5638-48d3-8f64-f6592c1b1561	b1a879f6-5638-48d3-8f64-f6592c1b1561	Mapping the developing human immune system across organs	10.1126/science.abo0510	Suo et al. (2022) Science	41bc3efb-b4e1-4676-8cb9-3a128450d9e1	53252188-36dd-430a-a0ce-5054efb4c531	WSSS_F_IMMsp9838710	41bc3efb-b4e1-4676-8cb9-3a128450d9e1.h5ad	4992
543	Publication: https://doi.org/10.1016/j.jhep.2023.12.023 Dataset Version: https://datasets.cellxgene.cziscience.com/89b54257-03ad-475c-b5e0-e5f1f7c55091.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/0c8a364b-97b5-4cc8-a593-23c38c6f0ac5	0c8a364b-97b5-4cc8-a593-23c38c6f0ac5	Single-cell and spatial transcriptomics characterisation of the immunological landscape in the healthy and PSC human liver	10.1016/j.jhep.2023.12.023	Andrews et al. (2024) Journal of Hepatology	43560d7c-acd6-4ede-830d-c9ffc6cd0862	89b54257-03ad-475c-b5e0-e5f1f7c55091	Natural killer T cells from human healthy donor liver samples	43560d7c-acd6-4ede-830d-c9ffc6cd0862.h5ad	16665
544	Publication: https://doi.org/10.1186/s40478-023-01568-z Dataset Version: https://datasets.cellxgene.cziscience.com/6541645b-ae7c-4b12-beb9-2968fd833800.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/9d63fcf1-5ca0-4006-8d8f-872f3327dbe9	9d63fcf1-5ca0-4006-8d8f-872f3327dbe9	Brain matters: Unveiling the Distinct Contributions of Region, Age, and Sex to Glia diversity and CNS Function	10.1186/s40478-023-01568-z	Seeker et al. (2023) acta neuropathol commun	894573ad-498f-47ee-9bec-ad0880147eea	6541645b-ae7c-4b12-beb9-2968fd833800	white matter - neurons	894573ad-498f-47ee-9bec-ad0880147eea.h5ad	10734
545	Publication: https://doi.org/10.1038/s41588-023-01435-6 Dataset Version: https://datasets.cellxgene.cziscience.com/af30395f-32d7-4083-b2fc-1acaf7f7f1ae.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d74b6979-efba-47cd-990a-9d80ccf29055	d74b6979-efba-47cd-990a-9d80ccf29055	Spatial transcriptomic maps of whole mouse embryos reveal principles of neural tube patterning	10.1038/s41588-023-01435-6	Sampath Kumar et al. (2023) Nat Genet	2e342ea5-30e2-4149-b41e-e74f0ed5c72e	af30395f-32d7-4083-b2fc-1acaf7f7f1ae	E9.5: 201104_40	2e342ea5-30e2-4149-b41e-e74f0ed5c72e.h5ad	17613
546	Publication: https://doi.org/10.1002/ctm2.1356 Dataset Version: https://datasets.cellxgene.cziscience.com/5f902c20-a2a0-47cf-9dff-30ea377b4564.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/7dd599c5-d25d-40c0-b1a6-8789791ca808	7dd599c5-d25d-40c0-b1a6-8789791ca808	The cellular landscape of breast cancer associated malignant pleural effusions	10.1002/ctm2.1356	Whitfield et al. (2023) Clinical &amp; Translational Med	3e4e2c8e-cd17-4ece-9141-1e7f4ce8da1f	5f902c20-a2a0-47cf-9dff-30ea377b4564	Figure 2	3e4e2c8e-cd17-4ece-9141-1e7f4ce8da1f.h5ad	22414
547	Publication: https://doi.org/10.1101/2024.12.01.626279 Dataset Version: https://datasets.cellxgene.cziscience.com/5df46310-e9bb-4066-a904-2a771ee60183.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/065ad318-59fd-4f8c-b4b1-66caa7665409	065ad318-59fd-4f8c-b4b1-66caa7665409	Human Oral and Craniofacial Cell Atlas	10.1101/2024.12.01.626279	Fernandes Matuck et al. (2024) bioRxiv	8a95341f-f023-4bff-a1d5-52c7003ab65a	5df46310-e9bb-4066-a904-2a771ee60183	Mucosal Immune Atlas	8a95341f-f023-4bff-a1d5-52c7003ab65a.h5ad	23064
548	Publication: https://doi.org/10.1101/2022.02.18.481097 Dataset Version: https://datasets.cellxgene.cziscience.com/fae082d4-cce5-48e3-b4c4-079f073e60dc.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d5cad3f0-56b6-4fbe-8f2b-be92a8c7820f	d5cad3f0-56b6-4fbe-8f2b-be92a8c7820f	Developmental trajectories of thalamic nuclei revealed by single-cell transcriptome profiling and Shh perturbation	10.1101/2022.02.18.481097	Govek et al. (2022) bioRxiv	8d8411b2-eb8c-4d8b-9cf1-c605de44d1e6	fae082d4-cce5-48e3-b4c4-079f073e60dc	e14.5 glutamatergic lineage	8d8411b2-eb8c-4d8b-9cf1-c605de44d1e6.h5ad	8863
549	Publication: https://doi.org/10.1038/s41586-022-04518-2 Dataset Version: https://datasets.cellxgene.cziscience.com/d737a8a1-f790-42c6-bf3a-58c01b43fca5.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/fe0e718d-2ee9-42cc-894b-0b490f437dfd	fe0e718d-2ee9-42cc-894b-0b490f437dfd	A single-cell atlas of human and mouse white adipose tissue	10.1038/s41586-022-04518-2	Emont et al. (2022) Nature	ac3a5f67-f02d-4e60-8d6f-093dcde05584	d737a8a1-f790-42c6-bf3a-58c01b43fca5	A Single-Cell Atlas of Mouse White Adipose Tissue - Mouse mesothelium	ac3a5f67-f02d-4e60-8d6f-093dcde05584.h5ad	14947
550	Publication: https://doi.org/10.1038/s41588-023-01435-6 Dataset Version: https://datasets.cellxgene.cziscience.com/fb33254b-dc6b-4880-8ae5-08074d007539.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d74b6979-efba-47cd-990a-9d80ccf29055	d74b6979-efba-47cd-990a-9d80ccf29055	Spatial transcriptomic maps of whole mouse embryos reveal principles of neural tube patterning	10.1038/s41588-023-01435-6	Sampath Kumar et al. (2023) Nat Genet	ee0b378d-d327-4c7d-baa6-28f062767c61	fb33254b-dc6b-4880-8ae5-08074d007539	E9.5: 201104_33	ee0b378d-d327-4c7d-baa6-28f062767c61.h5ad	18297
551	Publication: https://doi.org/10.1073/pnas.2313326120 Dataset Version: https://datasets.cellxgene.cziscience.com/67a3e38c-5185-434f-8d67-54ee8ef14a2f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/34f12de7-c5e5-4813-a136-832677f98ac8	34f12de7-c5e5-4813-a136-832677f98ac8	Multi-scale spatial mapping of cell populations across anatomical sites in healthy human skin and basal cell carcinoma	10.1073/pnas.2313326120	Ganier et al. (2024) Proc. Natl. Acad. Sci. U.S.A.	dee75ca4-8348-471e-bbeb-e2143209e3d0	67a3e38c-5185-434f-8d67-54ee8ef14a2f	Visium spatial - face_forehead_A_a	dee75ca4-8348-471e-bbeb-e2143209e3d0.h5ad	4992
